id,Date,number of bedrooms,number of bathrooms,living area,lot area,number of floors,waterfront present,number of views,condition of the house,grade of the house,Area of the house(excluding basement),Area of the basement,Built Year,Number of schools nearby,Distance from the airport,Price
6762812307,42629,4,3,2940,7108,2,0,1,3,9,2220,720,2011,1,66,870000
6762813030,42629,4,4,3650,18223,2,0,3,3,9,3330,320,2013,2,53,799900
6762813076,42629,5,2.5,3040,9570,1,0,2,4,8,1640,1400,1966,1,70,795000
6762813229,42629,4,3,2440,3600,1.5,0,0,5,8,1480,960,1929,2,80,780000
6762814087,42629,3,1.5,1590,7080,1,0,2,3,8,1310,280,1952,2,69,720000
6762814286,42629,4,2.5,2740,7571,2,0,0,3,9,2740,0,2009,3,53,706000
6762814299,42629,4,1.75,1690,11739,1,0,0,4,8,1690,0,1959,2,77,705000
6762814477,42629,5,2.25,3210,61419,1.5,0,0,3,8,3210,0,1979,1,74,696500
6762814754,42629,4,3.5,3420,49223,2,0,0,3,9,3420,0,2004,1,64,679000
6762814865,42629,4,2.5,2810,11560,1,0,0,5,7,1740,1070,1962,2,54,674000
6762815194,42629,3,3,3040,5067,3,0,2,3,10,3040,0,1993,2,61,653000
6762815587,42629,4,2.5,3050,7238,2,0,0,3,8,3050,0,1989,2,72,635000
6762815588,42629,2,2.5,2470,8840,2,0,0,4,8,1780,690,2001,1,57,635000
6762815635,42629,5,3.25,3500,7254,2,0,0,3,8,2760,740,2005,3,73,632500
6762816322,42629,4,2.5,2070,8127,1.5,0,0,3,9,1590,480,1924,1,70,600000
6762816392,42629,2,1,1150,3775,1,0,0,3,7,1150,0,1917,3,66,599950
6762816569,42629,3,2.5,2520,10223,2,0,0,3,10,2520,0,1988,2,80,590000
6762816570,42629,3,3.25,1290,1230,2,0,2,3,9,1090,200,2008,2,73,590000
6762816867,42629,4,2.75,3220,9825,2,0,0,3,8,3220,0,2012,3,52,579000
6762817304,42629,4,2.25,2310,9800,1,0,0,3,8,1780,530,1968,2,61,561500
6762817767,42629,3,2,2330,3600,1.5,0,0,4,7,1580,750,1900,1,58,549000
6762817817,42629,3,2,2850,19200,1,0,3,3,8,2340,510,2004,1,55,545400
6762818675,42629,3,1.75,1830,4500,1.5,0,0,4,7,1830,0,1909,3,77,518000
6762818698,42629,3,2.25,1640,4635,1.5,0,0,3,8,1540,100,1930,1,56,517000
6762819130,42629,3,1.5,2040,6750,1,0,0,3,7,1280,760,1950,3,62,500000
6762819494,42629,3,2.75,1980,3128,2,0,0,4,9,1980,0,1979,2,58,490000
6762819495,42629,4,2.5,3480,12696,1,0,0,4,9,1980,1500,1977,3,66,490000
6762820142,42629,5,1.5,2180,4268,1.5,0,0,4,7,1340,840,1924,1,51,470000
6762821087,42629,4,2.75,2680,16934,1,0,0,4,7,1340,1340,1958,2,77,445000
6762821258,42629,3,1.5,1690,6010,1,0,0,3,7,1230,460,1946,1,60,440000
6762821379,42629,3,1.75,1990,9885,1,0,0,4,7,1030,960,1978,1,54,438000
6762822853,42629,2,1.75,1800,224769,1,0,0,3,7,1420,380,1950,1,55,400000
6762823281,42629,3,2,1840,16815,1,0,0,5,7,960,880,1972,3,69,390000
6762823892,42629,3,2,1450,7300,1.5,0,0,5,7,1450,0,1955,3,72,375000
6762823893,42629,4,1.5,1770,6650,1,0,0,3,7,1770,0,1958,2,57,375000
6762824274,42629,2,2,1440,15000,1,0,0,3,7,1440,0,1985,3,62,365000
6762824382,42629,3,1.75,1240,7620,1,0,0,3,7,1240,0,1968,1,76,361810
6762824392,42629,3,1.75,2130,8742,1,0,3,3,7,1330,800,1955,3,65,361000
6762824898,42629,6,4.5,3500,8504,2,0,0,3,7,3500,0,1980,1,51,350000
6762825168,42629,3,1.75,1240,38095,1,0,0,3,7,1240,0,1978,2,57,345000
6762825267,42629,3,1,940,10500,1,0,0,4,7,940,0,1966,1,63,342500
6762825346,42629,2,0.75,1060,48292,1,1,2,5,6,560,500,1947,1,56,340000
6762825347,42629,3,1.75,1270,8422,1,0,0,3,7,1270,0,1967,2,53,340000
6762825471,42629,4,2.5,2717,4513,2,0,0,3,8,2717,0,2005,2,50,338500
6762825695,42629,3,1,1250,4548,1,0,0,4,7,1250,0,1954,1,63,333000
6762825796,42629,3,1,1850,5775,2,0,0,3,6,1740,110,1928,1,60,330000
6762826041,42629,3,1,1150,7486,1,0,0,3,7,1150,0,1970,3,61,325000
6762826181,42629,3,3,2240,11536,2,0,0,3,7,2240,0,1943,3,52,323500
6762826280,42629,3,2.5,1680,4584,2,0,0,3,7,1680,0,2003,1,75,320000
6762826493,42629,3,2.25,1540,17424,2,0,0,3,7,1540,0,1992,2,67,315000
6762826494,42629,3,1,1160,3700,1.5,0,0,3,7,1160,0,1909,1,79,315000
6762826712,42629,4,2.75,2370,7320,2,0,0,3,7,2370,0,1989,1,69,310000
6762826920,42629,3,1,1160,9750,1,0,0,3,7,1160,0,1967,2,71,305000
6762827126,42629,6,3,2744,9926,2,0,0,3,7,2744,0,2006,2,60,300000
6762827206,42629,4,1,1170,5400,1,0,0,5,6,1170,0,1953,3,60,299950
6762827267,42629,3,2.75,3080,19635,1,0,2,4,7,1610,1470,1958,2,75,299000
6762827268,42629,3,1,1550,8778,1,0,0,3,7,1250,300,1952,1,56,299000
6762827885,42629,3,2.25,2420,7548,1,0,0,4,8,1370,1050,1967,1,59,282000
6762828049,42629,1,1,640,6350,1,0,0,3,5,640,0,1939,1,66,279200
6762828311,42629,3,2.5,1650,5994,2,0,0,4,7,1650,0,1989,1,65,273000
6762828419,42629,3,2.5,1808,19200,1,0,0,3,8,1808,0,2005,1,58,270000
6762829035,42629,3,2.25,1740,10378,1,0,0,5,7,1740,0,1977,3,55,255000
6762829243,42629,2,1.5,1200,5773,2,0,0,3,7,1200,0,1985,3,75,250000
6762829717,42629,2,1.75,1290,1493,2,0,0,3,8,1290,0,2014,1,52,239800
6762829920,42629,4,2,1440,5911,1,0,0,5,5,1440,0,1943,3,58,232000
6762830770,42629,3,1,960,15273,1,0,0,4,7,960,0,1963,2,60,201000
6762830845,42629,2,2.75,1590,20917,1.5,0,0,3,5,1590,0,1920,2,59,199950
6762831345,42629,2,2.5,1660,2258,2,0,0,3,7,1660,0,1981,1,77,160000
6762810074,42630,5,4.75,6240,47480,1,0,3,3,11,4610,1630,2003,2,73,2950000
6762810522,42630,4,2.25,4250,16940,1,0,2,4,9,2380,1870,1974,1,54,1530000
6762811400,42630,3,2.5,4570,10615,2,0,0,3,12,4570,0,1991,2,71,1040000
6762811550,42630,5,3.25,4260,7861,2,0,0,3,10,4260,0,2005,1,64,994000
6762811911,42630,4,1.75,2440,11793,1,0,4,3,8,1420,1020,1950,3,55,925000
6762811990,42630,3,3.5,2940,6431,2,0,0,3,10,2940,0,2014,3,63,914154
6762812006,42630,2,2.5,2000,5150,2,0,4,3,9,2000,0,1992,3,55,910000
6762812173,42630,4,2.75,3540,5500,2,0,0,3,9,3540,0,2014,1,58,888990
6762812189,42630,3,2,2590,3750,1.5,0,0,5,7,1790,800,1904,3,61,885000
6762812480,42630,3,2.5,3260,91911,2,0,0,4,9,3260,0,1984,2,63,850000
6762812481,42630,4,2.5,2900,9972,2,0,0,3,9,2900,0,1993,3,67,850000
6762813878,42630,4,2.5,3490,18521,2,0,0,4,9,3490,0,1990,2,57,734000
6762813916,42630,5,3.5,3760,4857,2,0,3,3,9,2820,940,2004,3,70,730000
6762814055,42630,4,3.5,2600,5100,2,0,0,3,8,1820,780,2003,1,56,722500
6762814088,42630,5,3.5,4140,7642,2,0,0,3,8,4140,0,2003,2,79,720000
6762814244,42630,4,2.75,2940,4232,2,0,0,3,9,2940,0,2004,1,59,710000
6762814268,42630,4,1,1680,4087,1.5,0,0,3,7,1680,0,1911,2,72,709000
6762815128,42630,4,1.5,1910,5000,1.5,0,0,3,7,1610,300,1912,1,77,657500
6762816039,42630,3,1,1500,2400,1.5,0,0,5,7,1500,0,1900,3,78,614950
6762816055,42630,3,2.25,1960,10385,1,0,0,3,8,1960,0,1988,3,51,613000
6762816136,42630,3,2.5,2630,10131,2,0,0,3,9,2630,0,1989,3,79,609000
6762816814,42630,3,1.5,1860,7190,2,0,1,5,7,1860,0,1952,2,79,580000
6762816815,42630,3,2.75,1430,1521,2,0,0,3,9,1130,300,2009,2,70,580000
6762816953,42630,3,1.75,1720,4050,1,0,0,5,7,860,860,1906,2,79,575000
6762817177,42630,4,1.75,1900,10297,1,0,0,4,8,1900,0,1966,2,76,566000
6762817348,42630,3,2.5,2840,216493,2,0,0,3,9,2840,0,1991,3,71,560000
6762817394,42630,5,3,2730,9519,1,0,0,3,8,1670,1060,2014,1,70,559950
6762817631,42630,3,2.25,2160,15360,1,0,0,3,8,1410,750,1965,3,69,550000
6762817975,42630,3,2.5,1720,11656,2,0,0,3,8,1720,0,1987,3,59,540000
6762817976,42630,3,2.5,2860,8935,2,0,0,3,8,2860,0,2004,1,63,540000
6762818146,42630,3,1.75,2020,10031,1,0,0,5,7,1370,650,1952,1,68,535000
6762818402,42630,5,2.25,1950,8025,1,0,2,3,7,1150,800,1960,1,59,525126
6762818455,42630,2,1,880,4000,1,0,0,3,7,880,0,1940,3,60,525000
6762818456,42630,4,1.75,1650,8560,1,0,0,3,8,1650,0,1970,2,80,525000
6762818457,42630,2,1.5,960,7200,1,0,0,3,7,960,0,1910,2,58,525000
6762818458,42630,2,2.75,1310,1268,3.5,0,0,3,8,1310,0,2007,3,71,525000
6762818997,42630,4,2.25,2350,12540,2,0,0,3,8,2350,0,1968,2,52,505000
6762819277,42630,3,2.5,2090,8505,2,0,0,3,8,2090,0,1951,1,53,499000
6762819320,42630,3,2.25,1460,1353,2,0,0,3,8,1050,410,2012,3,67,497000
6762819975,42630,3,1.5,1790,229125,2,0,3,3,7,1790,0,1987,3,66,475000
6762820291,42630,3,2,1560,8509,1,0,0,3,8,790,770,1969,2,59,465000
6762820464,42630,3,2.5,1690,5131,1,0,0,3,7,1690,0,1941,1,75,460000
6762821891,42630,3,2.25,1620,997,2.5,0,0,3,8,1540,80,2010,3,64,425000
6762822090,42630,3,1,1320,5500,1,0,0,3,7,1320,0,1955,2,67,420000
6762822571,42630,3,1,1380,7015,1.5,0,0,4,7,1380,0,1925,1,63,408000
6762823369,42630,4,2.5,2640,4725,2,0,0,3,8,2640,0,2014,3,53,389517
6762823664,42630,3,2.5,1980,17342,2,1,4,3,10,1580,400,1984,3,70,380000
6762824149,42630,3,2.5,2420,4725,2,0,0,3,8,2420,0,2014,2,71,369946
6762824199,42630,3,2.5,2420,4725,2,0,0,3,8,2420,0,2014,3,62,367899
6762824232,42630,3,1.75,1680,6108,1,0,0,3,8,1680,0,1989,3,68,366000
6762824233,42630,2,1,1210,3090,1,0,0,3,6,860,350,1926,3,80,366000
6762824275,42630,4,2.5,2140,7350,2,0,0,3,8,2140,0,1985,1,66,365000
6762824441,42630,3,2,1960,8846,1,0,3,4,6,980,980,1940,2,79,360000
6762824745,42630,3,2.5,2517,3900,2,0,0,3,8,2517,0,2014,3,60,353900
6762824899,42630,5,3,2520,5500,1,0,0,3,8,1550,970,2004,2,59,350000
6762825169,42630,2,1,1130,8081,1,0,0,4,7,1130,0,1921,1,69,345000
6762825425,42630,3,2,1340,10200,1.5,0,0,3,7,1340,0,1953,2,76,339950
6762825797,42630,4,2.25,1790,9920,1,0,0,4,7,1170,620,1969,3,56,330000
6762826042,42630,3,2.25,2220,16020,1,0,0,4,8,1780,440,1966,3,70,325000
6762826713,42630,3,1,990,7050,1,0,0,3,7,990,0,1967,3,70,310000
6762826780,42630,2,1.5,1510,9843,1,0,0,4,7,1510,0,1961,3,79,309950
6762827197,42630,4,1.5,1580,10230,1,0,0,3,6,790,790,1945,2,77,299980
6762827296,42630,5,2.25,2300,11505,1,0,0,3,8,1300,1000,1963,1,50,298950
6762827344,42630,3,2.5,1410,1332,2,0,0,3,7,960,450,2014,1,54,295500
6762827513,42630,3,2.25,1860,13939,1,0,0,4,7,1860,0,1961,2,78,291000
6762828209,42630,4,1,1340,22500,1.5,0,0,3,7,1340,0,1926,3,58,275000
6762828210,42630,4,1.75,1960,6177,1,0,0,4,8,1960,0,1967,2,70,275000
6762828340,42630,4,1.75,1390,10660,1,0,0,4,7,1030,360,1960,2,55,272000
6762828509,42630,1,1,1020,7920,1,0,0,3,7,1020,0,1947,1,56,269000
6762829036,42630,4,2,2560,12155,1,0,0,4,7,1350,1210,1960,2,63,255000
6762829244,42630,3,1.75,1350,8548,1,0,0,3,7,1350,0,1985,2,71,250000
6762829245,42630,3,2,1590,8100,1,0,0,3,7,1060,530,1996,1,59,250000
6762829388,42630,3,1,1470,7680,1,0,0,3,7,1220,250,1946,1,76,248000
6762829900,42630,3,2.25,1650,3788,2,0,0,3,7,1650,0,1985,1,64,233703
6762830090,42630,3,1,1130,10018,1,0,0,4,6,1130,0,1954,1,70,227000
6762830380,42630,3,1,1110,9827,1,0,0,3,7,1110,0,1966,1,76,217000
6762830439,42630,4,1,1130,7400,1,0,0,4,7,1130,0,1969,2,55,215000
6762830440,42630,3,1.5,1610,5304,1,0,0,4,6,1610,0,1968,2,73,215000
6762831577,42630,2,1,800,10625,1,0,0,3,6,800,0,1942,3,80,109500
6762810022,42631,6,7.75,9890,31374,2,0,4,3,13,8860,1030,2001,2,75,6890000
6762811359,42631,3,2.25,2480,15022,1,0,4,3,9,1330,1150,1967,1,76,1050000
6762812522,42631,3,1.75,2520,4534,1,0,0,5,9,1460,1060,1954,2,76,849000
6762812695,42631,4,2.5,3720,35000,2,0,0,3,10,3720,0,1983,1,71,828500
6762812724,42631,4,1,1820,4000,2,0,0,3,8,1820,0,1923,3,73,825000
6762813077,42631,4,3.25,3520,5250,2,0,0,3,9,3520,0,2012,3,67,795000
6762813257,42631,4,2.75,2840,4864,3,0,0,3,9,2840,0,2014,1,54,779950
6762813818,42631,4,2.5,2780,6737,2,0,0,3,9,2780,0,2002,1,52,739000
6762814166,42631,4,3.5,3260,110579,2,0,0,3,10,3260,0,1997,1,72,715000
6762814454,42631,3,2,1820,4080,2,0,2,3,8,1820,0,1937,1,60,699000
6762814607,42631,3,1.5,1760,4880,1.5,0,3,3,8,1290,470,1928,1,66,688000
6762814770,42631,3,2.5,2440,4587,2,0,0,3,8,2440,0,2010,2,61,677900
6762814992,42631,3,1,1260,24550,1.5,0,2,4,7,1260,0,1937,1,67,665000
6762815272,42631,4,2.75,2640,6240,2,0,0,3,9,2640,0,2001,3,57,650000
6762815548,42631,4,3.5,4083,68377,2,0,0,3,10,4083,0,2005,3,80,637000
6762815792,42631,3,3.5,1560,1490,2,0,0,3,8,1240,320,1995,2,77,625000
6762815793,42631,2,1.75,1460,1500,2,0,0,3,8,1000,460,2008,3,77,625000
6762815905,42631,2,1.75,1680,8187,1,0,0,4,8,1680,0,1983,2,66,620000
6762816481,42631,4,2.25,1920,3225,1.5,0,0,5,7,1300,620,1923,2,50,595000
6762816571,42631,3,2,3030,9374,1,0,1,4,7,2100,930,1959,1,61,590000
6762816816,42631,3,1.75,2040,81021,1,0,0,3,8,2040,0,1980,1,80,580000
6762817440,42631,3,1,1800,4005,1.5,0,0,4,7,1160,640,1929,2,58,556000
6762817468,42631,4,2,1680,2600,1,0,0,5,7,840,840,1915,1,66,555000
6762817469,42631,2,2.75,1950,1610,3,0,0,3,8,1950,0,2009,1,76,555000
6762817632,42631,4,2.75,3080,6731,2,0,3,3,9,3080,0,2003,3,52,550000
6762817633,42631,4,2.5,2810,7549,2,0,0,3,9,2810,0,1992,2,69,550000
6762817748,42631,5,3,3610,7555,2,0,0,3,8,3610,0,2003,3,50,549900
6762817977,42631,3,1.75,2280,16671,1.5,0,0,4,6,1760,520,1909,3,57,540000
6762818107,42631,3,2.25,2070,7207,1,0,0,3,8,1720,350,1973,3,72,535100
6762818147,42631,2,1.5,1940,5700,1,0,0,3,7,970,970,1937,3,58,535000
6762818280,42631,2,2.25,1260,1312,3,0,0,3,8,1260,0,2007,1,54,530000
6762818392,42631,3,3.25,1220,1281,2,0,0,3,8,930,290,2014,2,54,526000
6762818459,42631,4,2.5,2450,5280,2,0,0,3,8,2450,0,2003,3,75,525000
6762818746,42631,3,1.75,1600,20873,1,0,0,3,8,1600,0,1955,3,77,515000
6762819369,42631,4,1.75,2570,12039,1,0,0,3,8,1910,660,1978,3,73,495000
6762819496,42631,4,2.25,2090,10869,2,0,0,3,8,2090,0,1970,1,74,490000
6762819571,42631,3,2,1510,3000,1,0,0,4,7,910,600,1972,1,52,489000
6762820177,42631,3,2.25,1620,8701,1,0,0,3,7,1220,400,1962,2,75,469950
6762820178,42631,5,3,3223,6371,2,0,0,3,9,3223,0,2014,1,75,469950
6762820840,42631,3,2.5,2180,4226,2,0,0,3,8,2180,0,2004,2,75,450000
6762821395,42631,3,2.5,1260,1125,3,0,0,3,8,1260,0,2002,2,69,437500
6762821427,42631,3,2.5,1460,1238,2,0,0,3,8,1200,260,2008,2,52,436000
6762821490,42631,2,1,720,5600,1,0,0,4,7,720,0,1920,2,66,435000
6762821491,42631,2,1,2240,7200,1,0,0,4,7,1120,1120,1940,3,59,435000
6762821598,42631,3,2.5,1660,15000,1,0,0,4,7,1660,0,1970,3,73,432000
6762822155,42631,4,2.5,2220,6800,2,0,0,3,7,2220,0,2002,1,78,419950
6762823125,42631,4,1.75,2060,7900,1,0,0,4,7,1070,990,1957,2,76,395000
6762823356,42631,4,2.5,2245,4330,2,0,0,3,8,2245,0,2014,3,78,389990
6762823407,42631,4,2.5,2640,5595,2,0,0,3,8,2640,0,2011,2,59,387990
6762823555,42631,4,1.75,2100,7135,1,0,0,4,7,1050,1050,1955,3,63,384000
6762823758,42631,3,2.5,1580,3075,2,0,0,3,8,1580,0,2013,2,69,379000
6762823894,42631,3,1,1130,12500,1.5,0,0,3,7,1130,0,1954,1,61,375000
6762824541,42631,4,1.5,1890,6052,1,0,0,4,7,1890,0,1955,1,57,359000
6762824569,42631,3,2.5,1400,1529,2,0,0,3,7,1400,0,2005,1,53,358000
6762824619,42631,3,1,920,3863,1,0,0,3,6,920,0,1970,3,70,356000
6762824900,42631,3,2.5,2440,18674,2,0,0,4,8,2440,0,1994,2,73,350000
6762824901,42631,3,1.75,2010,6150,2,0,0,5,7,2010,0,1939,1,79,350000
6762824902,42631,4,2.5,1530,2248,1.5,0,0,3,7,1530,0,1914,2,52,350000
6762825348,42631,4,3,2380,20277,1,0,0,3,8,1500,880,1999,1,72,340000
6762825596,42631,3,2.5,1700,6698,2,0,0,3,7,1700,0,1997,2,76,335000
6762826629,42631,4,2.5,2910,8596,2,0,0,3,8,2910,0,2004,2,58,312200
6762826781,42631,3,1.5,1200,15606,1,0,0,3,7,1200,0,1985,1,65,309950
6762826921,42631,4,2.5,1914,3150,2,0,0,3,8,1914,0,2009,2,54,305000
6762827787,42631,2,1,920,5850,1,0,0,4,6,920,0,1900,2,77,285000
6762827788,42631,5,3,2110,5260,2,0,0,3,7,1670,440,2002,2,57,285000
6762827955,42631,4,2.5,1934,5677,2,0,0,3,8,1934,0,2013,3,63,280000
6762828063,42631,3,2.5,1540,7280,1,0,0,3,7,1080,460,1974,3,50,279000
6762829599,42631,4,2.5,2500,9654,1,0,0,3,8,1830,670,1979,3,59,241500
6762830154,42631,3,1,1290,8470,1,0,0,4,7,970,320,1966,1,68,225000
6762830281,42631,5,1.5,1830,94960,1.5,0,0,3,7,1830,0,1929,3,75,220000
6762830441,42631,3,1,1150,7560,1,0,0,4,6,1150,0,1958,2,59,215000
6762830622,42631,3,2.5,1390,2450,2,0,0,3,7,1390,0,2009,1,53,208800
6762830919,42631,3,1,1510,4350,1.5,0,0,5,6,1510,0,1913,3,60,195000
6762831067,42631,3,1,1320,7155,1,0,0,4,6,1320,0,1961,3,71,185000
6762831329,42631,4,2,1440,7641,1,0,0,4,5,1440,0,1943,3,54,162000
6762831595,42631,2,1,1070,20450,1,0,0,2,6,1070,0,1948,1,70,95000
6762816009,42632,2,1.5,1210,5000,1.5,0,0,5,6,1210,0,1907,3,66,615000
6762818148,42632,4,2,1970,3515,1,0,0,5,8,1030,940,1969,1,66,535000
6762819793,42632,3,2.5,2410,4656,2,0,0,3,7,2410,0,2009,2,68,480000
6762826397,42632,5,1.75,1550,6986,1,0,0,3,7,1030,520,1978,2,50,318500
6762830920,42632,3,1.5,1050,5525,1,0,0,5,6,1050,0,1969,3,63,195000
6762811063,42633,5,2.25,3270,16553,2,0,2,5,9,2470,800,1968,3,80,1180000
6762814368,42633,2,2,1490,713,3,0,0,3,9,1490,0,2014,3,57,700000
6762816954,42633,5,2.5,2760,4000,1.5,0,0,3,8,1730,1030,1926,3,64,575000
6762819131,42633,4,3.25,2670,5001,1,0,0,3,9,1640,1030,2013,1,68,500000
6762826621,42633,2,1,870,7227,1,0,0,3,7,870,0,1948,1,65,312500
6762810104,42634,4,3.5,3280,3800,2,0,0,3,11,2880,400,2011,3,69,2580000
6762810374,42634,4,4.5,3860,15246,2,0,4,3,11,2940,920,2004,2,60,1700000
6762810673,42634,4,2.5,3450,17400,1.5,0,0,4,9,2180,1270,1964,3,75,1390000
6762811016,42634,2,2.25,2160,17861,2,1,4,4,9,2160,0,1956,2,58,1200000
6762811321,42634,4,2.75,4510,5000,2.5,0,2,3,8,3270,1240,1941,1,55,1060000
6762811424,42634,5,2.5,3050,8200,1,0,4,4,8,1650,1400,1962,1,71,1030000
6762811534,42634,3,3.25,3620,8131,2,0,0,4,10,2730,890,1988,3,65,996000
6762811912,42634,3,1,1630,6603,1.5,0,0,4,8,1630,0,1912,3,57,925000
6762812071,42634,4,2.5,3620,42580,2,0,0,3,10,3620,0,1984,3,56,900000
6762812158,42634,4,2.75,2610,4400,1,0,0,5,8,1260,1350,1920,2,61,890000
6762812308,42634,4,4,3610,12811,2,0,0,3,10,3610,0,2000,3,71,870000
6762812338,42634,4,2.5,2260,13600,1,0,0,4,8,1770,490,1974,3,72,865000
6762812421,42634,4,2.75,2270,14565,2,0,0,3,9,2270,0,1965,1,61,855000
6762812526,42634,3,3.5,3010,5717,2,0,0,3,10,3010,0,2000,3,56,848000
6762813026,42634,4,3.5,3030,5494,3,0,0,3,9,3030,0,2014,1,52,799950
6762813230,42634,2,3.25,3000,24004,1,0,0,3,10,2410,590,1952,3,79,780000
6762813374,42634,3,3.25,3310,5000,2,0,0,3,9,3310,0,2006,2,79,770000
6762813964,42634,3,2,2660,5000,1.5,0,3,3,8,1940,720,1910,3,59,727500
6762814167,42634,4,3,1986,6000,2,0,2,4,8,1746,240,1922,2,61,715000
6762814199,42634,5,2.75,2580,9242,2,0,2,4,8,1720,860,1967,3,51,713000
6762814440,42634,4,2.25,2380,16236,1,0,0,3,7,1540,840,1961,3,72,699900
6762814535,42634,2,2,1780,3810,1.5,0,0,3,7,980,800,1922,2,74,691000
6762815273,42634,3,2,2520,5980,1,0,0,3,8,1790,730,1957,3,74,650000
6762815906,42634,4,2.5,2500,8282,2,0,0,3,9,2500,0,2013,1,67,620000
6762816010,42634,4,2.25,2330,7020,1,0,0,4,8,1450,880,1973,1,68,615000
6762816452,42634,7,4,2690,10880,1,0,0,4,8,2690,0,1960,3,58,597157
6762816546,42634,3,2,1460,3600,2,0,0,3,7,1460,0,1902,2,57,591000
6762817211,42634,3,2.5,1880,12368,1,0,0,4,7,1260,620,1967,3,65,565000
6762817268,42634,4,2.5,2780,7838,2,0,3,3,9,2780,0,2004,2,62,563500
6762817309,42634,3,2.25,1640,7200,2,0,0,4,8,1640,0,1985,1,53,561000
6762817634,42634,3,2.25,1700,1481,3,0,0,3,8,1700,0,2002,2,69,550000
6762817846,42634,3,1.75,1400,4000,1.5,0,0,4,7,1400,0,1925,3,73,545000
6762818149,42634,1,1,920,5000,1,0,3,4,7,920,0,1906,2,66,535000
6762818460,42634,4,2.25,1890,8549,1,0,0,3,8,1890,0,1967,1,64,525000
6762818461,42634,4,2.5,2140,7754,2,0,0,3,8,2140,0,1996,3,62,525000
6762818869,42634,3,2,1600,4510,1,0,0,3,7,990,610,1978,2,53,510000
6762819132,42634,4,1.75,2290,9215,1,0,0,5,8,1270,1020,1969,1,72,500000
6762819133,42634,3,1.75,1530,14633,1,0,0,3,7,1100,430,1977,1,70,500000
6762819652,42634,3,2.5,1880,5502,2,0,0,3,8,1880,0,1988,3,62,485000
6762819976,42634,3,2.5,2130,8022,2,0,0,3,8,2130,0,1985,3,57,475000
6762820143,42634,3,2.5,2120,2374,2,0,0,3,8,1770,350,2005,1,57,470000
6762820144,42634,3,2.5,2000,8424,1,0,0,4,7,1300,700,1968,3,55,470000
6762820145,42634,4,2.5,2470,8536,2,0,0,3,8,2470,0,2002,1,65,470000
6762821145,42634,3,1.75,1640,4579,1,0,0,4,6,1640,0,1916,2,67,443000
6762821259,42634,3,1.5,2260,5300,1,0,0,3,7,1200,1060,1940,1,58,440000
6762821672,42634,3,1.75,1440,4025,1,0,0,4,6,720,720,1917,1,77,430000
6762822234,42634,3,2.25,1840,11403,2,0,0,3,8,1840,0,1993,3,52,417000
6762822263,42634,3,1.5,1240,12400,1,0,0,3,7,1240,0,1958,3,75,415500
6762822392,42634,4,2.25,1770,5236,2,0,0,3,7,1770,0,2007,2,51,413900
6762822658,42634,3,2.5,2070,4697,2,0,0,3,7,2070,0,2002,1,77,405000
6762822708,42634,3,1.75,1410,15210,1,0,0,3,7,1410,0,1950,2,51,404000
6762822778,42634,3,2.25,1350,2839,2,0,0,3,7,1350,0,2003,2,71,401000
6762822854,42634,4,1.5,1980,113691,1,0,0,3,7,1980,0,1962,2,62,400000
6762822855,42634,3,1.75,1560,8456,1,0,0,5,7,1560,0,1970,2,71,400000
6762823030,42634,4,1,1420,6458,1,0,0,4,7,1420,0,1953,3,78,398000
6762823282,42634,3,1.5,1180,7700,1,0,0,4,7,1180,0,1959,1,61,390000
6762824276,42634,3,2,2140,26600,1,0,0,4,7,2140,0,1983,3,75,365000
6762824277,42634,3,1,950,8450,1,0,0,3,7,950,0,1962,2,65,365000
6762824338,42634,4,2.25,1750,10270,1.5,0,0,4,8,1750,0,1968,3,50,364000
6762824346,42634,4,2.5,2680,7700,2,0,0,4,8,2680,0,1990,3,68,363500
6762824442,42634,3,1.5,1340,1110,2,0,0,3,7,1040,300,1999,2,66,360000
6762824443,42634,3,1.5,1360,6000,1,0,0,3,6,860,500,1911,1,57,360000
6762824762,42634,3,2.25,1900,3800,2,0,0,3,7,1900,0,2006,1,70,353000
6762825048,42634,3,3.25,1340,1151,3,0,0,3,7,1340,0,2008,3,68,349000
6762825126,42634,3,1,1350,8581,1,0,0,5,6,1350,0,1944,3,56,345500
6762825245,42634,3,2.5,1900,5194,2,0,0,3,7,1900,0,2004,1,80,343500
6762825597,42634,4,2.5,2240,9701,2,0,0,3,9,2240,0,1989,3,58,335000
6762825896,42634,3,2.5,1730,3600,2,0,0,3,8,1730,0,2014,1,55,329780
6762826043,42634,4,1,1530,12040,1,0,0,3,7,1130,400,1957,1,67,325000
6762826239,42634,3,2,1220,7620,1,0,0,3,6,720,500,1947,1,67,320600
6762826446,42634,4,2.5,2320,7379,2,0,0,3,8,2320,0,1987,2,66,316000
6762826495,42634,3,2.5,1950,9618,2,0,0,3,7,1950,0,1992,1,73,315000
6762827127,42634,3,1.5,1320,15053,1,0,0,3,7,1320,0,1979,2,55,300000
6762827654,42634,3,2.25,1670,6600,2,0,0,4,7,1670,0,1990,2,69,289000
6762827698,42634,4,2.25,2270,11997,1,0,2,4,7,1540,730,1959,3,55,287000
6762827871,42634,4,2.5,1710,3500,2,0,0,3,7,1710,0,2014,3,58,282900
6762827878,42634,2,1,700,5940,1,0,0,3,7,700,0,1948,3,64,282150
6762828161,42634,2,1,1060,6504,1,0,0,3,6,1060,0,1950,1,55,275053
